Date,Open,High,Low,Close,Volume,ema_fast,ema_slow,atr,regime,signal,equity_buyhold,equity_trade
2015-01-02,171.37849221415277,171.79369351311453,169.5515963619706,170.589599609375,121465900,170.589599609375,170.589599609375,2.2420971511439234,False,0,100000.0,100000.0
2015-01-05,169.54331893402545,169.70939694100863,167.20158989240133,167.5088348388672,169632600,170.4687853046492,170.55894523354905,2.8150534340587967,False,0,98194.04888834823,100000.0
2015-01-06,167.8160193550773,168.3391769260789,165.13382312888098,165.93101501464844,209151400,170.29083352857074,170.51289617664457,2.9451535551051697,False,0,97269.12742312894,100000.0
2015-01-07,167.2596909686122,168.33921688794462,166.81127913768793,167.99874877929688,125346700,170.20094785212865,170.48787978463116,2.810915634652922,False,0,98481.23752209349,100000.0
2015-01-08,169.41047387747284,171.19584753387758,169.39387494423588,170.9799346923828,147217800,170.23149635566804,170.492775853365,2.888152258638479,False,0,100228.81528762693,100000.0
2015-01-09,171.39510183951919,171.41171344037704,168.99523868858634,169.6097412109375,158567300,170.20711380097273,170.4839894390125,2.8095393408305163,False,0,99425.60484303779,100000.0
2015-01-12,169.7426142329127,169.90039276888027,167.67490700581124,168.28109741210938,144396100,170.13158374650752,170.46207011536174,2.7261031154360182,False,0,98646.750914152,100000.0
2015-01-13,169.50178561367687,170.63113372951398,166.50403152706838,167.80776977539062,214553300,170.0404537868559,170.4356591667053,2.901228001312216,False,0,98369.28520826923,100000.0
2015-01-14,165.78991528068406,166.99400948708964,164.89309139992284,166.79470825195312,192991100,169.91316964823227,170.39943079939434,2.9027224873295014,False,0,97775.42630611033,100000.0
2015-01-15,167.43410577305877,167.74965019284087,165.15049827553617,165.26675415039062,176613900,169.7309572757679,170.34835938995153,2.8723654303270223,False,0,96879.73623762942,100000.0
2015-01-16,165.0591150213999,167.59184528107048,164.87642545047697,167.43406677246094,211879600,169.64088313838332,170.3193614534591,2.8580976485330662,False,0,98150.21968271233,100000.0
2015-01-20,168.07345623761356,168.33919111224156,166.22166226219332,167.79112243652344,130991100,169.56834350301628,170.2942048463254,2.7963835819926643,False,0,98359.52650146336,100000.0
2015-01-21,167.32610037334743,169.1197727781758,166.8610770100815,168.6381378173828,122942700,169.5318648486777,170.27772656743048,2.755022980923559,False,0,98856.0487881672,100000.0
2015-01-22,169.39383084307977,171.27883562097546,168.01535948680703,171.14598083496094,174356000,169.59516351480647,170.28636591337607,2.791341063298193,False,0,100326.151903082,100000.0
2015-01-23,170.8885499035164,171.14598535977007,170.074758882308,170.20762634277344,117516800,169.61918166492282,170.28558243506163,2.7077074437494884,False,0,99776.08642761564,100000.0
2015-01-26,169.99172659879434,170.6975612260688,169.2775798358859,170.60621643066406,92009700,169.65788891063818,170.28877282307758,2.5671339918358638,False,0,100009.74081733418,100000.0
2015-01-27,168.54674763883236,169.501705168966,167.52535640742104,168.3557586669922,134044600,169.6068249795148,170.26953885137524,2.558241579410514,False,0,98690.51750663698,100000.0
