Date,Open,High,Low,Close,Volume,vix,mom_return,sma200,trend_signal,realised_vol,vix_ok,regime,vol_scalar,equity_buyhold,equity_trade,ema_fast,ema_slow,atr,signal
2015-01-02,170.91172873180355,171.32579919572484,169.08980858140774,170.12498474121094,121465900,17.790000915527344,,,False,,True,False,0.5,100000.0,100000.0,,,,
2015-01-05,169.0815398898487,169.2471655561333,166.7461889314505,167.05259704589844,169632600,19.920000076293945,,,False,,True,False,0.5,98194.04086943131,100000.0,,,,
2015-01-06,167.35895048484346,167.8806831677989,164.6840595707596,165.4790802001953,209151400,21.1200008392334,,,False,,True,False,0.5,97269.12272874979,100000.0,,,,
2015-01-07,166.80416895939857,167.88075485287703,166.3569783519322,167.5412139892578,125346700,19.309999465942383,,,False,,True,False,0.5,98481.2514423537,100000.0,,,,
2015-01-08,168.9490654962137,170.72957648769642,168.93251177202868,170.51425170898438,147217800,17.010000228881836,,,False,,True,False,0.5,100228.8123454445,100000.0,,,,
2015-01-09,170.92832553753288,170.94489189846533,168.53499815824603,169.1478271484375,158567300,17.549999237060547,,,False,0.2438276781011423,True,False,0.41012571164508627,99425.62369997572,100000.0,,,,
2015-01-12,169.28030541730055,169.43765422966325,167.21822977118725,167.82276916503906,144396100,19.600000381469727,,,False,0.222464102045276,True,False,0.44951072591319907,98646.75045839156,100000.0,,,,
2015-01-13,169.0401714686587,170.16644396459586,166.050581341413,167.35076904296875,214553300,20.559999465942383,,,False,0.2031157331087176,True,False,0.4923301532061775,98369.30730517789,100000.0,,,,
2015-01-14,165.3383824493862,166.53919727619112,164.44400109008578,166.34043884277344,192991100,21.479999542236328,,,False,0.18922977442685543,True,False,0.5284580627064788,97775.4320423926,100000.0,,,,
2015-01-15,166.97803739877665,167.2927223172649,164.7006501462518,164.81658935546875,176613900,22.389999389648438,,,False,0.18023357170478502,True,False,0.5548355894749497,96879.708530868,100000.0,,,,
2015-01-16,164.60963449240543,167.13546775073945,164.4274424123661,166.97811889648438,211879600,20.950000762939453,,,False,0.18920065501188466,True,False,0.528539396408107,98150.26237944212,100000.0,,,,
2015-01-20,167.61573238611436,167.88074357008344,165.76898150488393,167.33416748046875,130991100,19.889999389648438,,,False,0.18047637221619067,True,False,0.5540891517932945,98359.54885463328,100000.0,,,,
2015-01-21,166.87042960463523,168.65921739145298,166.40667261614846,168.17889404296875,122942700,18.850000381469727,,,False,0.1746302927583685,True,False,0.5726383345091648,98856.08177940325,100000.0,,,,
2015-01-22,168.93244722648654,170.81231775411237,167.55773045853948,170.67982482910156,174356000,16.399999618530273,,,False,0.1810453743582372,True,False,0.5523477214177729,100326.13674513162,100000.0,,,,
2015-01-23,170.42314871014622,170.67988306168206,169.61157398319884,169.74407958984375,117516800,16.65999984741211,,,False,0.1756705009846846,True,False,0.5692475369482681,99776.10275648425,100000.0,,,,
2015-01-26,169.528785181447,170.23269759703916,168.81658326680397,170.1416015625,92009700,15.520000457763672,,,False,0.1695767673715361,True,False,0.5897034219369444,100009.76741970873,100000.0,,,,
2015-01-27,168.0878077907268,169.04016504485415,167.06919772918775,167.8973388671875,134044600,17.219999313354492,,,False,0.17205929613724316,True,False,0.5811949847814963,98690.5827633654,100000.0,,,,
2015-01-28,169.0815634381223,169.18093632444723,165.55368697285624,165.74415588378906,168514300,20.440000534057617,,,False,0.17294120822778472,True,False,0.5782311863363865,97424.93504755587,100000.0,,,,
2015-01-29,165.9429221459114,167.53295158450695,164.535072128723,167.27622985839844,173585400,18.760000228881836,,,False,0.1725066951080528,True,False,0.5796876459627444,98325.49293853226,100000.0,,,,
2015-01-30,166.1002407142217,167.42525868672465,164.9077156934692,165.17271423339844,197729700,20.969999313354492,,,False,0.1729703905884668,True,False,0.5781336311942614,97089.03985187964,100000.0,,,,
2015-02-02,165.66959643885335,167.30931195061558,163.85596577085477,167.2182159423828,163107000,19.43000030517578,,,False,0.17541960893918337,True,False,0.5700616972340261,98291.39217661074,100000.0,,,,
2015-02-03,168.11263703970548,169.6447030722255,167.73997608586896,169.63641357421875,124212900,17.329999923706055,,,False,0.1709142162494396,True,False,0.5850888369289052,99712.81633456991,100000.0,,,,
2015-02-04,168.87449351685765,170.0835848102543,168.53495270967596,168.9904327392578,134306700,18.329999923706055,,,False,0.16758257450227357,True,False,0.596720752721479,99333.10677224808,100000.0,,,,
2015-02-05,169.65298840028913,170.84551362122258,169.57845873308844,170.69644165039062,97953200,16.850000381469727,,,False,0.1656548112732242,True,False,0.6036649296896311,100335.90416484032,100000.0,,,,
2015-02-06,171.06076766399516,171.62390999881345,169.70261720951441,170.22434997558594,125672000,17.290000915527344,,,False,0.15369916506355755,True,False,0.6506216215205078,100058.40719664203,100000.0,,,,
2015-02-09,169.57846366744735,170.2989424108796,169.05673070900008,169.4625244140625,87219000,18.549999237060547,,,False,0.1517658593610258,True,False,0.6589097206778014,99610.60374044639,100000.0,,,,
2015-02-10,170.49765727271208,171.5245439299293,169.50387805595938,171.267822265625,96164200,17.229999542236328,,,False,0.1530708439726858,True,False,0.6532922756853954,100671.76348386014,100000.0,,,,
2015-02-11,171.10221945776905,171.79785489325087,170.45627046247458,171.36721801757812,91087800,16.959999084472656,,,False,0.15240454945675244,True,False,0.6561483916093779,100730.18861883035,100000.0,,,,
2015-02-12,172.16225917646435,173.07321947491621,171.40037085250046,173.01524353027344,97545900,15.34000015258789,,,False,0.15263356069561404,True,False,0.6551639072315341,101698.90318782926,100000.0,,,,
2015-02-13,173.1395047904793,173.77716448269194,172.882770377125,173.72747802734375,93670400,14.6899995803833,,,False,0.14691074006255542,True,False,0.6806854281546703,102117.5568606885,100000.0,,,,
2015-02-17,173.41270104093434,174.17460179617606,173.16426887773315,174.0006866455078,76968200,15.800000190734863,,,False,0.14165301249025292,True,False,0.7059503941497959,102278.14974396174,100000.0,,,,
2015-02-18,173.6280304423576,174.09178734139812,173.36301927923287,174.0172576904297,80652900,15.449999809265137,,,False,0.1418312479737592,True,False,0.7050632454316514,102287.89025617814,100000.0,,,,
2015-02-19,173.4209868932918,174.25740464349113,173.28020445829353,173.8930206298828,91462500,15.289999961853027,,,False,0.14166235822141154,True,False,0.7059038212797838,102214.86332204741,100000.0,,,,
2015-02-20,173.47892654651372,175.01099203958267,172.85782096333855,174.93646240234375,140896400,14.300000190734863,,,False,0.13402586834958627,True,False,0.7461246193097969,102828.2016709373,100000.0,,,,
2015-02-23,174.68808050030484,174.91168212890625,174.30713004551836,174.91168212890625,74411100,14.5600004196167,,,False,0.13178099175060556,True,False,0.75883478088592,102813.63574843321,100000.0,,,,
2015-02-24,174.83710431168478,175.6072819264432,174.53897307958917,175.4085235595703,72472300,13.6899995803833,,,False,0.13183344581137027,True,False,0.7585328547285478,103105.6807008074,100000.0,,,,
2015-02-25,175.28431892593602,175.76464219992837,174.91993488108469,175.2594757080078,73061700,13.84000015258789,,,False,0.12029488962053618,True,False,0.8312905088108454,103018.06990584437,100000.0,,,,
2015-02-26,175.16832261421118,175.32567136743296,174.44783161979691,175.05238342285156,72697900,13.90999984741211,,,False,0.10745387405636755,True,False,0.9306318723096253,102896.3404106316,100000.0,,,,
2015-02-27,174.95303844711958,175.21804959524584,174.40647506785652,174.45616149902344,108076000,13.34000015258789,,,False,0.10670554136256537,True,False,0.9371584523452142,102545.8792924513,100000.0,,,,
2015-03-02,174.55559134916788,175.61561101488735,174.50590490177964,175.55764770507812,87491400,13.039999961853027,,,False,0.09228284531421961,True,False,1.0,103193.33634159094,100000.0,,,,
2015-03-03,175.12698209643352,175.60730540326986,173.97586658681115,174.83712768554688,110325800,13.859999656677246,,,False,0.08869965501330282,True,False,1.0,102769.81241262349,100000.0,,,,
2015-03-04,174.24088012505203,174.31542242677207,173.1311740981912,174.10009765625,114497200,14.229999542236328,,,False,0.07880679401766816,True,False,1.0,102336.58384809605,100000.0,,,,
2015-03-05,174.42300500453146,174.57207691413313,173.78534570959891,174.29051208496094,76873000,14.039999961853027,,,False,0.07646978588626603,True,False,1.0,102448.51004694369,100000.0,,,,
2015-03-06,173.4292623790542,173.85989917685467,171.50798209946916,171.8392333984375,188128000,15.199999809265137,,,False,0.0879187378953263,True,False,1.0,101007.64074120812,100000.0,,,,
2015-03-09,172.03800928010043,172.90754718755318,171.88066047431653,172.55145263671875,89818900,15.0600004196167,,,False,0.08809419542922427,True,False,1.0,101426.28544490326,100000.0,,,,
2015-03-10,171.18499681365492,171.2678033149367,169.7108945082944,169.75230407714844,157121300,16.690000534057617,,,False,0.10540351110649264,True,False,0.9487349989600129,99780.93713593601,100000.0,,,,
2015-03-11,170.00905368526062,170.18296884849192,169.27200872952477,169.35482788085938,110145700,16.8700008392334,,,False,0.0979904053625937,True,False,1.0,99547.29938020384,100000.0,,,,
2015-03-12,169.984236901948,171.5742662907018,169.9345504579917,171.50802612304688,93993500,15.420000076293945,,,False,0.10871455411968226,True,False,0.9198400417474139,100812.95606517747,100000.0,,,,
2015-03-13,171.23469223718448,172.19532604836107,169.42106169936847,170.45623779296875,162410900,16.0,,,False,0.10465664899281636,True,False,0.955505464415013,100194.71158352295,100000.0,,,,
2015-03-16,171.18505327392148,172.8247691226568,170.48112828051322,172.73367309570312,136099200,15.609999656677246,,170.5972116088867,False,0.11496416688033255,True,False,0.8698362517086832,101533.39520262732,100000.0,,,,
2015-03-17,171.99661322656053,172.60115264266457,171.4086275328932,172.22021484375,94510400,15.65999984741211,,170.62903520172716,False,0.11513418395461572,True,False,0.8685517764161041,101231.58283054442,100000.0,,,,
2015-03-18,171.74811385454498,174.9613040871051,171.1104419231871,174.29051208496094,228808500,13.970000267028809,,170.69944821871243,False,0.12342134177325208,True,False,0.8102326434249806,102448.51004694369,100000.0,,,,
2015-03-19,173.87651015674865,174.29885756678942,173.10633236616806,173.4955596923828,117917300,14.069999694824219,,170.75220503897037,False,0.1245114840320367,True,False,0.8031387689048031,101981.23453547934,100000.0,,,,
2015-03-20,174.44470888222912,175.53441435850198,174.26170355262818,175.02699279785156,177715100,13.020000457763672,,170.83136777524595,False,0.12672822148678192,True,False,0.7890902186331895,102881.41572156339,100000.0,,,,
2015-03-23,175.0352680996626,175.60923808051962,174.68589782714844,174.68589782714844,71784500,13.40999984741211,,170.90145013982598,False,0.12692782893953589,True,False,0.7878492906991784,102680.91902719367,100000.0,,,,
2015-03-24,174.56107613857174,175.01857653509947,173.6377361556229,173.70428466796875,77805300,13.619999885559082,,170.95150075639998,False,0.1279348510081033,True,False,0.781647840381399,102103.92373125117,100000.0,,,,
2015-03-25,173.91232923658438,174.14524279752095,171.11735381250836,171.158935546875,159521700,15.4399995803833,,170.95513996325042,False,0.13752038715851367,True,False,0.727164910354233,100607.75952881749,100000.0,,,,
2015-03-26,170.49347509533237,171.66635670565452,169.7947217212742,170.7513427734375,153067200,15.800000190734863,,170.95162621859848,False,0.13759027226492043,True,False,0.7267955674036098,100368.17521728469,100000.0,,,,
2015-03-27,170.63485150385748,171.31695173779872,170.4435197163953,171.14227294921875,118939000,15.069999694824219,,170.95485751911744,False,0.13786819778399687,True,False,0.7253304359332647,100597.96520161646,100000.0,,,,
2015-03-30,172.17374153535073,173.52964087435808,172.15711392232274,173.2301788330078,96180400,14.510000228881836,,170.99277954101564,False,0.14343645642427086,True,False,0.6971728282537174,101825.24283339118,100000.0,,,,
2015-03-31,172.40670500191888,173.1054584294269,171.65805602803505,171.71627807617188,126768700,15.289999961853027,,171.0046401727395,False,0.1458495020810683,True,False,0.685638268030675,100935.36721686205,100000.0,,,,
2015-04-01,171.68300944091325,171.70796356041745,170.11915025684732,171.10903930664062,137303600,15.109999656677246,,171.0063240297379,False,0.14566205057034845,True,False,0.6865206112947335,100578.430362199,100000.0,,,,
2015-04-02,171.04245064458402,172.17375033720432,170.85944534924582,171.7245635986328,86900900,14.670000076293945,,171.0177246578156,False,0.14636905744079268,True,False,0.683204508852226,100940.23747297026,100000.0,,,,
2015-04-06,170.8344874743749,173.39654885986658,170.70140310210584,172.8808135986328,114368200,14.739999771118164,,171.04683542251587,False,0.13964780412608177,True,False,0.716087163889197,101619.88485207736,100000.0,,,,
2015-04-07,172.90579199409237,173.65444087797837,172.39005666043033,172.42332458496094,81236300,14.779999732971191,,171.06801217886118,False,0.13927320541809568,True,False,0.7180132007431134,101350.9713739261,100000.0,,,,
2015-04-08,172.64793108711083,173.4464882354777,172.25696632117644,173.005615234375,89351900,13.979999542236328,,171.0973698009144,False,0.12571222366798282,True,False,0.7954675932239407,101693.2436452799,100000.0,,,,
2015-04-09,172.83923512621033,174.0038028212306,172.3484539327972,173.77088928222656,85548900,13.09000015258789,,171.1372730767549,False,0.12563543775995464,True,False,0.7959537673682884,102143.07413256292,100000.0,,,,
2015-04-10,174.02045185284246,174.76078693025497,173.82081891959464,174.7191925048828,72722900,12.579999923706055,,171.18994836246267,False,0.11939010358702894,True,False,0.8375903613075049,102700.48974326746,100000.0,,,,
2015-04-13,174.57775688738096,175.2099616006904,173.87901633430343,173.92892456054688,74436600,13.9399995803833,,171.22964366968128,False,0.1182541584582814,True,False,0.8456362237382017,102235.96776518288,100000.0,,,,
2015-04-14,173.72929738807832,174.44467827112047,173.10541915377996,174.2616729736328,75099900,13.670000076293945,,171.27295837402343,False,0.10905240493458201,True,False,0.916990322771769,102431.55832678801,100000.0,,,,
2015-04-15,174.72755037138893,175.55106175453952,174.64436150571123,175.04364013671875,99529300,12.84000015258789,,171.32606656786422,False,0.10915036634772139,True,False,0.9161673326998191,102891.20107960026,100000.0,,,,
2015-04-16,174.7108306375564,175.5010737309011,174.51118506639048,174.99365234375,68934900,12.600000381469727,,171.37700525919595,False,0.10084968452449239,True,False,0.9915747428611338,102861.8180979972,100000.0,,,,
2015-04-17,173.8041297758669,174.04535706670745,172.19867679602126,172.98060607910156,191113200,13.890000343322754,,171.3989723937152,False,0.10797462816176698,True,False,0.9261434996579064,101678.54318531424,100000.0,,,,
2015-04-20,173.90390708682781,174.89379552277984,173.82073097100496,174.56106567382812,92189500,13.300000190734863,,171.441703383987,False,0.10832028287349896,True,False,0.9231881356586215,102607.54229566286,100000.0,,,,
2015-04-21,175.24319362424504,175.40124477019765,174.05367216631907,174.35313415527344,72559800,13.25,,171.4805224609375,False,0.1081831003486189,True,False,0.9243587924338558,102485.3194964244,100000.0,,,,
2015-04-22,174.69419777111565,175.39295095352963,173.77085759101533,175.20994567871094,78264600,12.710000038146973,,171.5295938190661,False,0.10748004727364525,True,False,0.9304052476400483,102988.95599916433,100000.0,,,,
2015-04-23,174.81065383286185,176.29965013641794,174.6941970850558,175.65081787109375,102585900,12.479999542236328,,171.58311620935217,False,0.0915753732474667,True,False,1.0,103248.10205760685,100000.0,,,,
2015-04-24,176.06675240287345,176.32462003232672,175.60923917666534,176.0584259033203,61327400,12.289999961853027,,171.64049197465945,False,0.09057574755518949,True,False,1.0,103487.69533830375,100000.0,,,,
2015-04-27,176.62404990849333,176.74882045071612,175.1350537428621,175.32638549804688,79358100,13.119999885559082,,171.68714885470234,False,0.09274027336466893,True,False,1.0,103057.39969043816,100000.0,,,,
2015-04-28,175.30142909109583,175.93362098478943,174.12853523825083,175.8837127685547,86863500,12.40999984741211,,171.7396059036255,False,0.08366499973916287,True,False,1.0,103384.99840931865,100000.0,,,,
2015-04-29,174.9936870085861,175.7589761437368,174.35318113994506,175.16006469726562,125684900,13.390000343322754,,171.78183378996673,False,0.07811717965685788,True,False,1.0,102959.63580171,100000.0,,,,
2015-04-30,174.58608461209516,174.97704931085852,172.70612345816878,173.40487670898438,161304900,14.550000190734863,,171.80162699629622,False,0.08609959059219044,True,False,1.0,101927.93079321216,100000.0,,,,
2015-05-01,174.1867888291408,175.32641497531887,174.08697237858064,175.28482055664062,103399700,12.699999809265137,,171.84359318377022,False,0.0929236516558574,True,False,1.0,103032.96768742026,100000.0,,,,
2015-05-04,175.7090757652785,176.36623466355326,175.60094549420802,175.78395080566406,70927200,12.850000381469727,,171.89050220307848,False,0.09076635413069042,True,False,1.0,103326.35801440997,100000.0,,,,
