entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_type
2015-07-07,2015-07-08,172.9945042179113,172.54316859125993,493,-222.50846393912593,trend
2015-07-24,2015-07-27,173.270409716376,172.97785303292287,435,-127.26215730211692,trend
2015-08-19,2015-08-20,173.68833267941108,172.61844053648306,477,-510.33855217666166,trend
2015-10-29,2015-10-30,173.9274884368756,175.65841751290222,446,771.9943679078754,trend
2015-11-10,2015-11-11,175.0365954494891,175.5071930605334,483,227.2986461343957,trend
2015-11-20,2015-11-23,175.986039802638,175.9272782073656,443,-26.031386705679836,trend
2015-11-27,2015-11-30,176.0280967424105,176.238144917622,469,98.51259417419891,trend
2015-12-02,2015-12-03,175.9776852937027,175.46509145374574,480,-246.04504317934243,trend
2015-12-07,2015-12-08,172.75960548838586,173.49896919440806,383,283.17629940650386,trend
2015-12-30,2015-12-31,173.15385604911867,173.38206059532405,316,72.11263660089878,trend
2016-04-28,2016-04-29,170.11098495754135,175.62711570312726,357,1969.2586761741704,trend
2016-05-03,2016-05-04,175.79706110583365,174.15734920959673,553,-906.7606786190155,trend
2016-05-12,2016-05-13,175.6270922667951,175.19382901520686,577,-249.99289616641664,trend
2016-05-19,2016-05-20,174.13185457073453,174.09785064343208,580,-19.722277835421096,trend
2016-06-23,2016-06-24,175.15984187421589,173.9015591226571,495,-622.8499620216036,trend+vix
2018-02-02,2018-02-05,172.06548362968255,240.68138181637397,329,22574.63050342148,vix_spike
2018-07-20,2018-07-23,232.33736425528434,248.05634734707684,207,3253.8295000010467,trend
2018-07-26,2018-07-27,250.13344728552968,251.8378044570254,505,860.7003716053434,trend
2018-10-10,2018-10-11,249.2635094920372,247.06590092191544,510,-1120.780370762097,trend
2018-10-22,2018-10-23,246.7895348863604,241.5999944163272,327,-1696.9797337008545,trend
2018-11-09,2018-11-12,243.71316852558147,247.16410157980715,209,721.2450083331685,trend
2018-11-28,2018-11-29,240.39621058389733,244.061002768336,267,978.4995132451279,trend
2018-12-03,2018-12-04,244.15017993212408,248.21621516014721,272,1105.961582022294,trend
2019-05-30,2019-05-31,259.53052137413107,248.81065210515442,467,-5006.178948612096,trend
2020-02-21,2020-02-24,249.63945230516788,295.3071556336412,287,13106.630855271835,vix_spike
2020-06-05,2020-06-08,291.6109815909454,294.3594665924078,222,610.1636703246462,vix_spike
2020-07-27,2020-07-28,296.9567514724589,297.69530442770673,335,247.41524000802173,trend+vix
2020-07-29,2020-07-30,297.4091253277657,297.2059723944225,341,-69.2751502700425,trend
2020-08-28,2020-08-31,300.89912438191095,323.4735318130016,333,7517.277674553191,vix_spike
2020-11-06,2020-11-09,324.3788859530939,337.3938380999121,200,2602.9904293636378,vix_spike
2020-11-11,2020-11-12,327.6790464420353,329.61646944206416,205,397.1717150059129,vix_spike
2020-12-18,2020-12-21,329.3290771800801,339.7629543638441,198,2065.9076823852656,vix_spike
2020-12-31,2021-01-04,342.7791666961401,349.38886325350404,420,2776.0725540928456,vix_spike
2021-01-26,2021-01-27,350.1241909226185,353.95968803310404,391,1499.679370199855,vix_spike
2021-02-24,2021-02-25,356.026389967423,363.4459121163381,251,1862.3000593776953,vix_spike
2021-03-02,2021-03-03,358.95880058810565,359.1450201183431,267,49.72061457339959,vix_spike
2021-03-05,2021-03-08,354.1831430171617,358.09299620806587,254,993.1027104896634,vix_spike
2021-05-11,2021-05-12,359.2008783576128,384.0818760668067,244,6070.963441043306,vix_spike
2021-09-17,2021-09-20,380.1964417898234,408.8048589294982,313,8954.434564718222,vix_spike
2021-11-24,2021-11-26,410.3559645804395,434.61831023205275,416,10093.135791071116,vix_spike
2021-11-29,2021-11-30,436.24460804442816,434.29873651759567,375,-729.7018225621841,vix_spike
2022-01-19,2022-01-20,436.56425695349,428.04190842212745,240,-2045.363647527006,vix_spike
2022-02-10,2022-02-11,416.2406973417306,423.94781485036305,229,1764.9299094768312,trend+vix
2022-02-16,2022-02-17,418.7783192186944,418.1084816308631,195,-130.6183296271027,trend+vix
2022-04-08,2022-04-11,414.467909206015,420.24961995400275,169,977.1091164099289,trend
2022-11-30,2022-12-01,377.4023849238339,390.0750097932602,167,2116.328353194197,trend
