Date,Open,High,Low,Close,Volume,ema_fast,ema_slow,atr,signal,equity_buyhold,equity_strategy,equity_trade
2015-01-21,167.3261457935656,169.11981868528147,166.8611223040703,168.63818359375,122942700,169.53184500470283,170.2776989966461,2.7550289572125277,0,98856.09330720754,,100000
2015-01-22,169.39383084307977,171.27883562097546,168.01535948680703,171.14598083496094,174356000,169.5951444490267,170.28633861692785,2.791346612709378,0,100326.16985090375,,100000
2015-01-23,170.88850394401874,171.1459393310366,170.07471314167478,170.20758056640625,117516800,169.61916155166904,170.2855549547336,2.7077159657980627,0,99776.0774428212,,100000
2015-01-26,169.99171139496443,170.69754595911,169.27756469592828,170.606201171875,92009700,169.65786898775556,170.2887454643569,2.567141420896781,0,100009.74976381421,,100000
2015-01-27,168.54680874322912,169.50176661957002,167.5254171415259,168.35581970214844,134044600,169.60680823145725,170.26951237219563,2.558243538299016,0,98690.5709408021,,100000
2015-01-28,169.54329883800872,169.64294309619982,166.0057882919043,166.19677734375,168514300,169.47308152997854,170.22898764554444,2.646031346707269,0,97424.93531613117,,100000
2015-01-29,166.39612889348476,167.99050086179525,164.98443389683524,167.7330780029297,173585400,169.40484609754526,170.2041527237274,2.632386223006236,0,98325.5183162283,,100000
2015-01-30,166.5538694200649,167.88250608803452,165.35808754923485,165.62380981445312,197729700,169.25657016487497,170.15857717239135,2.6400964779785903,0,97089.06042510044,,100000
2015-02-02,166.12207762372358,167.76627156987308,164.30349351966183,167.6749267578125,163107000,169.19454493322547,170.1338642329428,2.72847452731655,0,98291.42992182836,,100000
2015-02-03,168.57174774518685,170.10799780532918,168.1980690651613,170.0996856689453,124212900,169.23004064835175,170.1335241477289,2.607472221547746,0,99712.82920435308,,100000
2015-02-04,169.33570946608478,170.54810292890306,168.99524133333466,169.45196533203125,134306700,169.2387435771235,170.12674246797073,2.510189859746784,0,99333.13404458307,,100000
2015-02-05,170.11630999849754,171.31209200079672,170.04157679108897,171.16261291503906,97953200,169.31418943351235,170.13704963659828,2.457402341993981,0,100335.91961471795,,100000
2015-02-06,171.5280028156724,172.09268331670975,170.16614271085942,170.68930053710938,125672000,169.36811535914362,170.1425446704342,2.4010537729127504,0,100058.46280393547,,100000
2015-02-09,170.04160990616245,170.76405639368718,169.51845201053803,169.92535400390625,87219000,169.38996785501666,170.14038356927472,2.3387734400937887,0,99610.63557905279,,100000
2015-02-10,170.9632968248335,171.99298797245132,169.9668035361293,171.73556518554688,96164200,169.48195206405708,170.15625602316797,2.325126124903353,0,100671.78556101125,,100000
2015-02-11,171.569513303633,172.2670485751251,170.92180016997025,171.83523559570312,91087800,169.57423769274908,170.17296228757132,2.18810985854524,0,100730.21258599692,,100000
2015-02-12,172.63241815951415,173.5458662051039,171.8684491899935,173.48773193359375,97545900,169.72770805513514,170.20594507011882,2.233778638267712,0,101698.90976173186,,100000
2015-02-13,173.61226455595855,174.251665386607,173.35482912580744,174.20184326171875,93670400,169.90316433774626,170.24570525112978,2.1964111380975573,0,102117.52347412168,,100000
2015-02-17,173.88628448375928,174.65026596077396,173.63717386183822,174.4758758544922,76968200,170.0824863580108,170.28779650091448,2.048718857282318,0,102278.16201388255,,100000
2015-02-18,174.10224813581863,174.56727166056717,173.83651316685336,174.49253845214844,80652900,170.25542957738875,170.32963472928498,1.8411191208121969,0,102287.92966717166,,100000
2015-02-19,173.8946427201711,174.73334493517586,173.75347577334497,174.3679656982422,91462500,170.41670550369673,170.36981712698605,1.696390706302974,1,102214.90483067698,,100085.67145903087
2015-02-20,173.9527592182076,175.4890093272425,173.32995717469723,175.41427612304688,140896400,170.6126886652399,170.4200107488374,1.670293107284804,1,102828.2544219651,,100275.05364592052
2015-02-23,175.16511576676893,175.3893280029297,174.78312501890014,175.3893280029297,74411100,170.8000078549532,170.4694566916642,1.468034039708767,1,102813.6297762438,,100270.5380361793
2015-02-24,175.3146086280829,176.08688970444283,175.01566315835314,175.88758850097656,72472300,170.99952082146393,170.52336845096085,1.3707594324639822,1,103105.71123274759,,100360.72318632579
2015-02-25,175.7630549905572,176.24469012219518,175.39767574097388,175.73814392089844,73061700,171.1853491783045,170.57525676409455,1.3203417742963321,1,103018.10647421883,,100333.67371733165
2015-02-26,175.64677344319244,175.8045519752709,174.92431451583,175.530517578125,72697900,171.3557479390818,170.6245628418461,1.2503496879160056,1,102896.39543181524,,100296.09334928966
2015-02-27,175.4308817563562,175.6966167204569,174.88282556704436,174.93264770507812,108076000,171.4960185181405,170.6674293578982,1.170867584170448,1,102545.92272927552,,100187.87890226817
2015-03-02,175.03227080970728,176.0951851956618,174.9824486776999,176.0370635986328,87491400,171.6740987173755,170.72085855432343,1.1649342347014848,1,103193.33388075125,,100387.77817900157
2015-03-03,175.60528228075037,176.08691742842038,174.45102288802198,175.31463623046875,110325800,171.81686489435955,170.76656778493185,1.1340957041195796,1,102769.84528645429,,100257.01882536388
2015-03-04,174.71669792407647,174.79144378625784,173.60396150687967,174.57553100585938,114497200,171.92504787912426,170.8044679164834,1.160197584007739,1,102336.58009413083,,100123.24077970958
2015-03-05,174.89938004589757,175.04885909294708,174.25997920905664,174.7665252685547,76873000,172.03647836498428,170.8438913727229,1.0943582464712875,1,102448.54137272021,,100157.81074125743
2015-03-06,173.90299652342023,174.33480963571424,171.9764681325485,172.30862426757812,188128000,172.0471507533213,170.85846582938814,1.2295883089860484,1,101007.71412046663,,99712.93066008067
2015-03-09,172.50787467816406,173.37978744322373,172.35009612572375,173.02272033691406,89818900,172.08540838405042,170.8800007001098,1.233736243036753,1,101426.31888811901,,99842.18204863048
2015-03-10,171.65259434369486,171.73562703369757,170.1744654787068,170.2159881591797,157121300,172.01209778699666,170.87339361015032,1.3849859833577145,1,99781.00599315295,,99334.16352446056
2015-03-11,170.47339548873725,170.64778566243888,169.73433745912934,169.8173828125,110145700,171.92603053309483,170.86288604002445,1.3802416291776183,1,99547.3426168974,,99262.01595671153
2015-03-12,170.44842901734606,172.04280045050913,170.39860688989376,171.97637939453125,93993500,171.9280049982492,170.8739655758902,1.3849820209964645,1,100812.951407356,,99652.79433805919
2015-03-13,171.70239464301142,172.66565228431693,169.88381043982108,170.92181396484375,162410900,171.88854652635095,170.87444167926287,1.5386027881642588,1,100194.76271311057,,99461.91799528575
2015-03-16,171.65254954847836,173.29674336439572,170.94670217746943,173.2053985595703,136099200,171.94018778255563,170.89763528006196,1.631724420554422,1,101533.40528480128,,99875.24680693126
2015-03-17,172.46629376311918,173.07248402799289,171.87670242483534,172.6905059814453,94510400,171.96961202564935,170.91547478952847,1.6661302600911125,1,101231.57406448327,,99782.05125029063
2015-03-18,172.21718337229515,175.4391493029343,171.57776986451694,174.7665252685547,228808500,172.07929489792016,170.95379369976754,1.879068972875146,1,102448.54137272017,,100157.81074125743
2015-03-19,174.35133586484864,174.77483663026706,173.57905485621723,173.96934509277344,117917300,172.1534145134046,170.98379918626512,1.9063540172063824,1,101981.23250968396,,100013.52112944103
2015-03-20,174.9211002892932,176.01378164444742,174.73759519006882,175.50497436523438,177715100,172.2848482330842,171.0287860039663,1.9693468072842617,1,102881.42194133354,,100291.47002775646
2015-03-23,175.5132729783155,176.08881041728557,175.16294860839844,175.16294860839844,71784500,172.39771491446908,171.06992195027908,1.9186301836048858,1,102680.92565152119,,100229.56336576915
2015-03-24,175.0378578363101,175.49660781161333,174.1119959188361,174.17872619628906,77805300,172.4675584941483,171.1008553258613,1.8953399814040393,1,102103.97219689365,,100051.41910917735
2015-03-25,174.38727103793005,174.62082066869948,171.58466274119655,171.62635803222656,159521700,172.43457024073962,171.1060842085117,2.0558598416620737,1,100607.76807512283,,99589.44047148204
2015-03-26,170.959064236829,172.1351487904997,170.25840268427095,171.21763610839844,153067200,172.38684733358897,171.1071941776648,1.9906233395351134,1,100368.17433794176,,99515.46180326915
2015-03-27,171.10082726939126,171.7847902070878,170.90897298622934,171.60963439941406,118939000,172.3563683949939,171.11219358285635,1.9766700570503173,1,100597.96464288398,,99586.41349394298
2015-03-30,172.6439854479199,174.00358804274632,172.6273124212665,173.70330810546875,96180400,172.40918956011055,171.1379758169122,1.9442199702735306,1,101825.28101234385,,99965.36843473888
2015-03-31,172.87750824648245,173.57816980964458,172.1268148836293,172.18519592285156,126768700,172.40040549590432,171.1483959174688,1.991580328739953,1,100935.36013928022,,99690.59012968517
2015-04-01,172.15180082398572,172.1768230823013,170.58367142289472,171.57626342773438,137303600,172.36808619911335,171.15265330563065,1.9470165331647888,1,100578.40250209345,,99580.37334806896
2015-04-02,171.50961227406006,172.64400184177182,171.32610714343738,172.19358825683594,86900900,172.36124314255346,171.16301086733418,1.842448879867545,1,100940.27974487456,,99692.10914213634
2015-04-06,171.30105148767876,173.87011008819428,171.16760365028182,173.35296630859375,114368200,172.40013424710406,171.18480146873975,1.8658472397504369,1,101619.90984062439,,99901.9565695045
2015-04-07,173.37799583782578,174.12868927369874,172.8608520365578,172.8942108154297,81236300,172.41950979880312,171.20181051696554,1.8615001756365785,1,101350.9863093637,,99818.9218252418
2015-04-08,173.1194578614514,173.92019598629403,172.72742531350653,173.47811889648438,89351900,172.46102388106513,171.22446035158762,1.6708852638058735,1,101693.27457714194,,99924.6091879127
2015-04-09,173.31128475650297,174.47903305892115,172.81916316673406,174.2454833984375,85548900,172.53100268566797,171.25452028240207,1.7040344151013918,1,102143.10542321214,,100063.50216276622
2015-04-10,174.49570118698256,175.23805811727982,174.29552305679044,175.19635009765625,72722900,172.6355261135891,171.29374246961854,1.6289014270419873,1,102700.50568178661,,100235.60903532481
2015-04-13,175.05453497514927,175.6884662621051,174.35388613667112,174.4039306640625,74436600,172.70487531164687,171.32468961583191,1.6580955925096188,1,102235.98757683301,,100092.18111784435
2015-04-14,174.20373463714623,174.92106915347472,173.57815265409803,174.73756408691406,75099900,172.78458859695147,171.35864856579295,1.6551173501238654,1,102431.56426105104,,100152.56876738048
2015-04-15,175.20465357945412,176.0304136058321,175.12123756199296,175.5216064453125,99529300,172.89192263022053,171.40007103225582,1.5305953209392311,1,102891.17170514776,,100294.4804342506
2015-04-16,175.18797876290685,175.98038006824783,174.9877879450057,175.47157287597656,68934900,172.99308538495606,171.44058348841224,1.4674414650116157,1,102861.84191106816,,100285.42435820079
2015-04-17,174.27886759549693,174.52075378735577,172.6690293962198,173.45309448242188,191113200,173.0111249574057,171.46060847342727,1.605064769218637,1,101678.60520773345,,99920.0797689674
2015-04-20,174.37891872478704,175.37151100181563,174.29551541669645,175.03787231445312,92189500,173.09060524591737,171.4962031385121,1.5710978317944588,1,102607.60563869089,,100206.92455656505
2015-04-21,175.72183619577424,175.88031902757646,174.52906579221028,174.829345703125,72559800,173.15879114620003,171.52936873616994,1.5550092613320825,1,102485.3668567781,,100169.18123991466
2015-04-22,175.17136569325683,175.87202748287353,174.24550345849875,175.6885223388672,78264600,173.2579962910105,171.5707533491321,1.5567949416476503,1,102989.01818805022,,100324.692210984
2015-04-23,175.28809551063674,176.78115855084636,175.17132069694716,176.13055419921875,102585900,173.37064562074417,171.61612450186928,1.5776480241879898,1,103248.13828707204,,100404.69997770763
2015-04-24,176.547594844888,176.80616671690254,176.08883213929815,176.53924560546875,61327400,173.49490444367456,171.66511078150708,1.4358500341659846,1,103487.71413477822,,100478.67312223888
2015-04-27,177.10644540710808,177.23155672256055,175.61338249604708,175.80523681640625,79358100,173.58550571319344,171.70630606543642,1.4608741048354505,1,103057.43648476111,,100345.81753141856
2015-04-28,175.7802159432602,176.414134492397,174.6041186587111,176.3640899658203,86863500,173.69446980153177,171.75265217389796,1.5049630448996234,1,103385.03749365592,,100446.96995146251
2015-04-29,175.4715956673724,176.23897481108523,174.82934057391154,175.638427734375,125684900,173.770703445957,171.79131660733555,1.4960258663083152,1,102959.65261502081,,100315.62508757091
2015-04-30,175.062928377249,175.45496091071072,173.17783251996426,173.8784942626953,161304900,173.77493053680948,171.8120845442048,1.6008844731346312,1,101927.97554294106,,99997.07712919688
2015-05-01,174.66245853432818,175.80519677434884,174.56236950476287,175.76348876953125,103399700,173.8529132126025,171.85140199918317,1.643178929293171,1,103032.96368311367,,100338.26113493419
2015-05-04,176.1889433004498,176.84789692230024,176.08051772188637,176.26402282714844,70927200,173.94746653081998,171.8953086740883,1.6247140473926212,1,103326.37790549666,,100428.8577993629
2015-05-05,176.02214084836834,176.3808145803623,174.103686299394,174.2454833984375,113326200,173.959153466805,171.91869349721617,1.6950196732533536,1,102143.10542321217,,100063.50216276622
2015-05-06,174.79594111764146,175.10455748274538,172.4604325555771,173.52809143066406,135060200,173.94224907323084,171.93470740700172,1.81298630210522,1,101722.56859227183,,99933.65421659923
2015-05-07,173.42799669368927,174.64580181957996,173.0943580789918,174.22039794921875,88244900,173.95315687228918,171.95745059647652,1.723622035021748,1,102128.40027485386,,100058.96169645763
2015-05-08,175.8970188127246,176.71444257473144,175.81360277012138,176.51425170898438,155877300,174.0535919639243,172.0027919010786,1.764738328315957,1,103473.06265484454,,100474.1492269752
2015-05-11,176.47251875307046,176.73942712293612,175.59670140265482,175.67176818847656,75708100,174.11704985508322,172.0392991278189,1.749843505809894,1,102979.19686633642,,100321.65970976329
2015-05-12,174.83766960948466,175.6884647503153,174.01189673213443,175.1462860107422,119727600,174.15741205726593,172.07021442018632,1.753418076796042,1,102671.15799823213,,100226.54743559337
2015-05-13,175.5550342439547,176.18061639304634,174.9461378492059,175.1796875,94667900,174.19750129031434,172.10115445083125,1.7266066975061298,1,102690.73802849754,,100232.59310514903
2015-05-14,176.19727577179555,177.0981154589378,175.92201814009934,177.00636291503906,95934000,174.30765272657806,172.14996249525123,1.8123990818870876,1,103761.53938215831,,100563.2213552711
2015-05-15,177.1982421875,177.34003928958066,176.71445710113534,177.1982421875,76510100,174.421009176026,172.2001941339801,1.7414996505965052,1,103874.01945551946,,100597.95150358653
2015-05-18,177.03135327407546,177.99891033922376,176.96462300622088,177.74868774414062,74549700,174.55150637477558,172.25540302562348,1.6860904719762877,1,104196.69191408252,,100697.58214933849
2015-05-19,177.8655067223423,178.14076437281975,177.40674397154658,177.69033813476562,72114600,174.67459781634383,172.30948198193337,1.6288955440737445,1,104162.48723809578,,100687.02087004161
2015-05-20,177.79038588607386,178.31587879919937,177.2482199513393,177.565185546875,76857500,174.7879541979333,172.3617775397935,1.529400089320124,1,104089.12250157823,,100664.36825163341
2015-05-21,177.423471687282,178.29094013508924,177.25663957298914,178.08241271972656,64764600,174.91714864976834,172.4186992828774,1.4656570929234505,1,104392.32226672521,,100757.98636991954
2015-05-22,177.69866245143265,178.1157171548957,177.5902368832319,177.65696716308594,57433500,175.02459251303569,172.4708213513372,1.4257336728445071,1,104142.92509730527,,100680.98072416759
2015-05-26,177.16480942998027,177.5902133166603,175.32977152375594,175.746826171875,124308600,175.0529154016176,172.50341841422815,1.429309912727486,1,103023.19602982457,,100335.24520475841
2015-05-27,176.20559832209273,177.6486039186167,175.79688016302015,177.41505432128906,93214000,175.14554830042826,172.55229041330338,1.3762851141255876,1,104001.1152298645,,100637.19449980235
2015-05-28,177.10640548271996,177.32326928978387,176.52253159639707,177.21484375,74974600,175.22669714158795,172.59868397884267,1.3292193272901471,1,103883.75132985879,,100600.95638639903
2015-05-29,177.1481766871835,177.1898719794777,175.8469679255874,176.11387634277344,124919600,175.2614884828109,172.63366101728974,1.2487786986401415,1,103238.36168904546,,100401.68128569103
2015-06-01,176.78118115987928,177.11481989094798,175.68015043784936,176.47256469726562,93338800,175.30898166769148,172.67185906385666,1.269631822412807,1,103448.62563214691,,100466.60387785411
2015-06-02,176.01379960835607,176.98970624792275,175.38821745010807,176.29739379882812,91531000,175.34774292773605,172.70793403634394,1.26426902095808,1,103345.94004628719,,100434.89794523692
2015-06-03,176.8311803478431,177.39003207918975,176.27232861649642,176.7644500732422,87820900,175.40330007069707,172.74829737999468,1.2559279437332873,1,103619.72951471755,,100519.43513090587
2015-06-04,176.05550358870113,176.71444451349186,174.95447290626444,175.2714385986328,151882800,175.39812903257692,172.7734032627672,1.2481814585932836,1,102744.52273474968,,100249.20005400157
2015-06-05,175.12123340838804,175.64672630543546,174.31214642269472,174.97109985351562,121704700,175.3813827902608,172.79527089053585,1.2988241510429563,1,102568.46346763495,,100194.83874113536
2015-06-08,174.86265028251205,175.0127965551818,173.82001379381947,173.89508056640625,89063300,175.32309642854102,172.80621427039526,1.310145253068632,1,101937.69847254292,,100000.07925016856
2015-06-09,173.87010192871094,174.41228067534843,173.23618336644952,173.87010192871094,105034700,175.2661162520771,172.81680021724418,1.3417221750418986,1,101923.05593734671,,99995.55811674571
2015-06-10,174.6374888621889,176.33907924214358,174.579107819862,175.95538330078125,134551300,175.29314633241844,172.84802989966744,1.4418163511542263,1,103145.45270121227,,100372.99404509044
2015-06-11,176.39747420459858,176.90628151074168,176.16392456186088,176.52259826660156,73876400,175.34136013375897,172.88459276899016,1.435859040287107,1,103477.95542622653,,100475.65995390392
2015-06-12,175.69681872390623,176.3974676259892,174.8960680304539,175.17132568359375,135382400,175.33469211610543,172.90734633032952,1.5145054663216695,1,102685.83631237809,,100231.0796163795
2015-06-15,174.02859132818122,174.70421793148694,173.31959322020614,174.42062377929688,124384200,175.2988462989757,172.92240381738392,1.4805438108972129,1,102245.773119597,,100095.20257170177
2015-06-16,174.27049035555046,175.45493703643822,174.09533448932817,175.37152099609375,85308200,175.30169628709797,172.94677314254523,1.441817010923525,1,102803.19126764634,,100267.314967942
2015-06-17,175.65516662597656,176.26407589836438,174.62921521219974,175.65516662597656,126708600,175.31555786901478,172.97372233143508,1.4948411510144288,1,102969.46499199708,,100318.65482695079
2015-06-18,176.25563928094192,177.94888019106634,175.68845104961866,177.48178100585938,165867900,175.40050779594986,173.01857863665325,1.560972418205655,1,104040.23056670808,,100649.27202970958
2015-06-19,177.23872468524232,177.3141566139647,176.31673625838624,176.69390869140625,130478700,175.45122939969326,173.05514908495925,1.5417135106609774,1,103578.37799351286,,100506.66714079356
2015-06-22,177.61590326708273,178.1858504674823,177.389594683673,177.59913635253906,70696000,175.53546104490292,173.1003628886168,1.533888723393933,1,104109.02454239166,,100670.5133474586
2015-06-23,177.8086600316651,178.06011256674546,177.33091172547898,177.72483825683594,68476800,175.62131897478264,173.14637756889758,1.5061385361491577,1,104182.71128945722,,100693.26539213634
2015-06-24,177.45669242186415,177.8338649590575,176.40898382443174,176.4341278076172,92307300,175.65319383097224,173.17909150162117,1.4786316766954448,1,103426.09383852492,,100459.64680082774
2015-06-25,176.93697523620966,177.0626951110581,175.8222121180597,175.89764404296875,97107400,175.66278011379563,173.20614177566443,1.4719104702852783,1,103111.60581472334,,100362.54323942638
2015-06-26,176.2580928943124,176.5011684313468,175.31097309556034,175.86416625976562,104174800,175.67067760971602,173.23258978048136,1.4717256541727153,1,103091.9810607707,,100356.48376066661
2015-06-29,174.38060654728815,175.87254243882475,172.10079181180083,172.1762237548828,202621300,175.53364020364413,173.22207867574906,1.6571294626102164,1,100930.10063366308,,99688.96616728282
2015-06-30,173.71842642616238,173.7687271714941,172.05885993366562,172.53662109375,182925100,175.41611004247181,173.21525820229635,1.6029073143527768,1,101141.36638735827,,99754.19808561778
2015-07-01,174.11239148850092,174.36384409462292,173.13173783509487,173.91961669921875,135979900,175.35742402901093,173.2222667445543,1.6655019422750976,1,101952.08161035326,,100004.52029020763
2015-07-02,174.39736036893765,174.5649911596692,173.3412620874507,173.76034545898438,104373700,175.29479349685303,173.2276207616133,1.6367304305658723,1,101858.7164409104,,99975.6921957252
2015-07-06,172.4695675474103,174.045312265866,172.2684029327651,173.2658233642578,117975400,175.21522604067283,173.22800088701277,1.6313859212596782,1,101568.82644508043,,99886.1836965797
2015-07-07,173.46695322628753,174.48112758042944,171.0781734649074,174.35540771484375,173820200,175.18150767495405,173.23921886539915,1.7773396047176777,1,102207.54331176037,,100083.39846403575
2015-07-08,173.01440219225583,173.29937585599725,171.19558163567834,171.43026733398438,164020100,175.0344002106023,173.22121934767364,1.8862657042177327,1,100492.8192542271,,99553.9480551002
2015-07-09,173.53403272114804,173.7938751484096,171.6314034681091,171.7403564453125,144113100,174.90522202372821,173.2064843934213,1.891258150598836,1,100674.5942085687,,99610.0741842506
2015-07-10,173.7435630591652,174.32190010664615,171.78225612463643,173.90281677246094,129456900,174.8659120138746,173.21341307380976,1.9924366444460162,1,101942.23345442714,,100001.47950346446
2015-07-13,175.1684508918611,175.93117281515612,175.12654000193308,175.8222198486328,106069400,174.90341428190433,173.23937135017616,2.0307519492045247,1,103067.39197753649,,100348.89146025157
2015-07-14,175.78032803694649,176.89509132510088,175.7216502267971,176.5849609375,81709600,174.96935728800614,173.27266079880624,2.062483396135761,1,103514.51256816108,,100486.94759733653
2015-07-15,176.62686680590957,177.08786105321775,176.04852973105105,176.5262908935547,97914100,175.03041350783158,173.30503522760972,2.0349441238172568,1,103480.12005268803,,100476.32831938243
2015-07-16,177.58233078095319,177.9427490234375,177.33926812531942,177.9427490234375,106683300,175.1446227437377,173.35118163353837,2.047513776451857,1,104310.4510848982,,100732.70724089122
2015-07-17,177.93434374594068,178.15227520044715,177.52365038519463,178.09359741210938,89030000,175.26026880916405,173.39836985024058,2.0074015964137186,1,104398.87875927183,,100760.01079924083
2015-07-20,178.31997705977864,178.68038262537763,177.86737263958764,178.1858673095703,70446800,175.37499816212116,173.44600664088068,1.7960629791827236,1,104452.96758659708,,100776.71165068126
2015-07-21,178.05172816604164,178.31157056020336,177.1800405124077,177.48178100585938,77965000,175.45761709716973,173.4861635997362,1.7547531798946656,1,104040.23056670811,,100649.27202970958
2015-07-22,176.79445846794147,177.4985280668536,176.76093743437715,177.1632537841797,88667900,175.52450481038582,173.52275156177046,1.6769222964377744,1,103853.50917255986,,100591.61860258556
2015-07-23,177.29746993156883,177.39804588204518,175.80553364890525,176.1659393310547,90509100,175.54965910531402,173.54905193758424,1.7032639507893046,1,103268.88113320518,,100411.10468656993
2015-07-24,176.26645473830396,176.32511975520399,174.00340726819167,174.3386688232422,117755000,175.5021692903308,173.55690882201864,1.7421784617829783,1,102197.73093478408,,100080.36872465587
2015-07-27,173.45019555231366,173.96147768193703,172.88023562268748,173.324462890625,132361100,175.41676903936195,173.55459592717892,1.6032841107138824,1,101603.20107107861,,99896.79745085216
2015-07-28,174.16263119824956,175.59590170345467,173.33285445417943,175.4534149169922,123544800,175.41820613260236,173.5734896484706,1.5398278774041867,1,102851.19767350954,,100282.13776762462
2015-07-29,175.57912784588112,176.8866656364387,175.4366410650544,176.66036987304688,105791300,175.4669184361492,173.6042048745858,1.4745719314726915,1,103558.7174606105,,100500.59661467052
2015-07-30,176.1490775394675,176.8699012526245,175.5288297153165,176.7022705078125,91304400,175.51536361543012,173.6350313982995,1.385966779756572,1,103583.27970963235,,100508.1806295631
2015-07-31,177.20523980059806,177.2303837837835,176.14915413857437,176.4341278076172,103266900,175.55139358375118,173.66288310386486,1.3183148942218545,1,103426.09383852495,,100459.64680082774
2015-08-03,176.40058751825066,176.45925254281372,174.88349489154567,175.83900451660156,113965700,175.56267244386297,173.68453605324532,1.347051790862159,1,103077.23118872519,,100351.92948515392
2015-08-04,175.76358332450985,176.22457764317085,175.00923828627256,175.49537658691406,81820800,175.5600333906493,173.7025543670132,1.3596237933429864,1,102875.79570148117,,100289.73282988048
2015-08-05,176.39219462776606,177.11301856333702,175.78871352871082,176.07369995117188,85786800,175.58017717733645,173.7261478554128,1.373994068095854,1,103214.81019535483,,100394.40935881114
2015-08-06,176.25808233183133,176.3670481032417,174.04532259702313,174.63204956054688,116030800,175.54299570216824,173.73516180272756,1.494929831736286,1,102369.71140162423,,100133.47063810802
2015-08-07,174.47277355415326,174.6236374127741,173.39153140973815,174.2967529296875,117858000,175.49412343658076,173.7407497741401,1.5254661292376244,1,102173.15974102479,,100072.78194792247
2015-08-10,175.4114948033438,176.57654579787817,175.4114948033438,176.49273681640625,80270700,175.53328474559353,173.76813272978455,1.6074849021229807,1,103460.4505750482,,100470.25503141856
2015-08-11,175.1517517196776,175.5708352022266,174.13756406456736,174.90029907226562,126081400,175.50846177801205,173.77939806652566,1.7230264820774417,1,102526.95988589375,,100182.02379972911
2015-08-12,173.59273754629822,175.29421523581243,172.12594555261967,175.1098175048828,172123700,175.49282866926188,173.79263607088743,1.8355805856526441,1,102649.78007574043,,100219.94663603282
2015-08-13,174.95049545068474,175.6377981411544,174.3470145286062,174.89183044433594,89383300,175.46926011142165,173.8035733283347,1.7619428089052076,1,102521.99555661221,,100180.49097807384
2015-08-14,174.69912554766796,175.6043473588524,174.55663870554804,175.52891540527344,72786500,175.47159953470995,173.8207409111898,1.732605341244469,1,102895.45623438359,,100295.80335600353
2015-08-17,174.9337767923074,176.509521484375,174.47278255151284,176.509521484375,79072600,175.51230235626545,173.8474949467439,1.7158410641039328,1,103470.28978623687,,100473.29305632091
2015-08-18,176.23291561984217,176.58494407890225,175.76354434109535,175.99822998046875,71692700,175.53135834152832,173.86889529533818,1.6709392902769764,1,103170.5695239557,,100380.74929411388
2015-08-19,175.25228226373437,176.02339413713827,173.7938803074875,174.60690307617188,172946000,175.4951051938673,173.8762386563415,1.734399454015746,1,102354.97047431614,,100128.91912443614
2015-08-20,173.08981442539326,174.58175024729712,170.90219865224498,170.96087646484375,194327900,175.31729230253305,173.84723007732165,1.9217905096384433,1,100217.6612409678,,99468.98830778575
2015-08-21,169.083343503695,170.93569730461894,165.55466930341385,165.8144989013672,346588500,174.94463373778146,173.76730240392908,2.195394046078576,1,97200.84280894093,,99000.27231739898
2015-08-24,157.14788529688326,165.5211627702032,152.8816069080654,158.8325958251953,507244300,174.31278911375847,173.61869835836956,3.0323620915359686,1,93108.0350755356,,99000.27231739898
