Price,Open,High,Low,Close,Volume,ema_fast,ema_slow,signal,position,return,strategy_return,equity_buyhold,equity_strategy
Ticker,SPY,SPY,SPY,SPY,SPY,,,,,,,,
Date,,,,,,,,,,,,,
2021-08-30,423.7303129859582,425.7034735977649,423.48600844448214,424.9142150878906,48357400,410.9683139273573,378.7895349517958,1,1.0,0.004397434281765644,0.004397434281765644,2.490856512125488,1.44405343873547
2021-08-31,424.8202148987054,425.15845622920676,423.6833099722006,424.2846374511719,59300200,411.4905226929971,379.2422225388543,1,1.0,-0.0014816582132667344,-0.0014816582132667344,2.4871659141162286,1.4419138450975715
2021-09-01,425.2243573752491,425.74112467039447,424.2753544676843,424.51025390625,48721400,412.0011003876345,379.69265071166427,1,1.0,0.000531757304326419,0.000531757304326419,2.4884884827581315,1.4426805933169116
2021-09-02,425.9383754159656,426.6242632874938,424.6135394072609,425.81622314453125,42501000,412.5428699075128,380.15159173089677,1,1.0,0.0030764138822654274,0.0030764138822654274,2.4961441032723464,1.4471188759218667
2021-09-03,424.67938659293344,426.22971709164716,424.2753377820622,425.7129211425781,47170500,413.05934250496637,380.60493829220707,1,1.0,-0.00024259761920353284,-0.00024259761920353284,2.4955385446557035,1.4467678083278637
2021-09-07,425.3652318920659,425.45919738921737,423.5142234277316,424.19073486328125,51671500,413.4958676954885,381.0386278103272,1,1.0,-0.0035756168152271117,-0.0035756168152271117,2.486615455072385,1.4415947210246773
2021-09-08,423.65516856635304,424.38805353516796,421.74775794287143,423.6739501953125,56181900,413.89500818567774,381.46285987385943,1,1.0,-0.0012182837235596988,-0.0012182837235596988,2.4835860519367183,1.4398384496400833
2021-09-09,423.47667429804756,425.233717323856,421.6162606196501,421.8605651855469,57970400,414.2073829699863,381.86482709089114,1,1.0,-0.004280142805404119,-0.004280142805404119,2.4729559489649193,1.433675735458912
2021-09-10,423.79611515765436,424.21891687872017,418.41221051546853,418.53436279296875,89948200,414.37706845324055,382.22969809290186,1,1.0,-0.007884601375611311,-0.007884601375611311,2.453457677087884,1.4223717737829322
2021-09-13,421.54103545948954,421.80412161208045,417.28463126432894,419.6054382324219,83738600,414.58210256222804,382.60159600473787,1,1.0,0.002559109919447522,0.002559109919447522,2.4597363449662644,1.4260117794983622
2021-09-14,421.0524576426946,421.25917025465293,416.4484352937043,417.341064453125,78197100,414.6902971461848,382.94726235745816,1,1.0,-0.005396435729802529,-0.005396435729802529,2.4464625358683945,1.418316398580358
2021-09-15,417.7638983655694,421.32498145214555,416.6551800315069,420.8269958496094,78792200,414.9309519972995,383.32417512852436,1,1.0,0.008352716023888762,0.008352716023888762,2.4668971426935857,1.4301631926897242
2021-09-16,420.30081550036397,421.2779763825917,417.2001261406688,420.1598815917969,77786700,415.1360080598288,383.690699570945,1,1.0,-0.0015852458715621687,-0.0015852458715621687,2.4629865041825623,1.4278960323928527
2021-09-17,419.3850447458292,419.8092009655331,415.70885157843173,416.0670471191406,118425000,415.1725193954881,384.01285228286736,1,1.0,-0.009741135819893887,-0.009741135819893887,2.438994218122754,1.4139867032046263
2021-09-20,409.92127316182945,411.50484731751953,404.24675595478044,409.1294860839844,166445500,414.93553769699776,384.2627690371073,1,1.0,-0.01667414202396489,-0.01667414202396489,2.398326082134146,1.3904096880953944
2021-09-21,411.4765375298209,412.7773407564991,408.21512294709,408.74298095703125,92526100,414.69269233464615,384.50635323531554,1,1.0,-0.0009447012256500464,-0.0009447012256500464,2.3960603805448457,1.389096166358895
2021-09-22,411.0241068459511,414.7756961285755,408.85612048010717,412.730224609375,102350100,414.61573281600806,384.787187776351,1,1.0,0.009754892042446839,0.009754892042446839,2.4194336908842446,1.4026466494983028
2021-09-23,414.6060323552564,419.35678355873563,414.3703804133432,417.7449035644531,76396000,414.73844539437846,385.1151252468794,1,1.0,0.012150016296539112,0.012150016296539112,2.448829849656884,1.4196888291479932
2021-09-24,416.104801947488,419.1494355881211,415.887991791221,418.43304443359375,62094800,414.88333163121047,385.44664683082686,1,1.0,0.0016472753186669298,0.0016472753186669298,2.4528637466278385,1.4220274475164358
2021-09-27,417.39621967244216,418.56504431306104,416.5384429949807,417.2359924316406,61371100,414.9755928390705,385.7629587273524,1,1.0,-0.0028607970089300494,-0.0028607970089300494,2.4458466013581726,1.4179593156479644
2021-09-28,414.45525091590594,414.78516941905406,408.0926478816121,408.827880859375,130436300,414.73450609476873,385.99246044010886,1,1.0,-0.020151932538857387,-0.020151932538857387,2.396558065647209,1.3893846951761821
2021-09-29,410.2135118135427,411.9573420861644,408.95042074872117,409.5159912109375,82329200,414.52985845226556,386.2265254229032,1,1.0,0.0016831297075827756,0.0016831297075827756,2.400591783723447,1.391723209831894
2021-09-30,410.9958599619211,411.7028158417851,404.1713884067889,404.5107421875,140506000,414.13695193207866,386.40845792802355,1,1.0,-0.012222353048136125,-0.012222353048136125,2.371250903418324,1.3747130774160432
2021-10-01,406.2451416508228,411.0052997880748,402.7103622124351,409.3180236816406,129240100,413.9479743536301,386.636413806169,1,1.0,0.011884187470878826,0.011884187470878826,2.399431293695038,1.3910504253467242
2021-10-04,408.1492158156004,409.05411133426054,401.89028562676936,404.0394592285156,128570000,413.5594051330374,386.8095784372371,1,1.0,-0.012895998093723215,-0.012895998093723215,2.368488232305527,1.37311144171318
2021-10-05,405.54750485664374,410.4961950035953,404.74631136954315,408.2433776855469,90682500,413.3509334684299,387.0228500715487,1,1.0,0.010404722511653475,0.010404722511653475,2.3931316951347825,1.387398285241782
2021-10-06,404.6332681429632,410.14752991038995,403.00257494565346,409.9401550292969,113032200,413.217177451209,387.2508829567004,1,1.0,0.004156288715249978,0.004156288715249978,2.4030782413933784,1.3931647130782896
2021-10-07,413.22988122887205,416.33104043427755,413.0507834308566,413.484375,72437500,413.2276557864557,387.51191272827555,1,1.0,0.008645700908343157,0.008645700908343157,2.423854537127813,1.4052095985036221
2021-10-08,414.25727336121037,414.64374599907245,412.0986935121197,412.730224609375,74557400,413.2081486814722,387.76284120470444,1,1.0,-0.0018238909042814777,-0.0018238909042814777,2.419433690884244,1.4026466494983023
2021-10-11,412.0704606111341,414.99255076639076,409.6762285626982,409.7422180175781,65233300,413.07222983190775,387.9815414714992,1,1.0,-0.007239611769709442,-0.007239611769709442,2.401917930259687,1.392492032305851
2021-10-12,410.66588343067275,411.07119781225964,407.9417335416535,408.7335205078125,71181200,412.90208436821774,388.18802882509436,1,1.0,-0.0024617856432903595,-0.0024617856432903595,2.396004923182612,1.3890640154123242
2021-10-13,409.761044211489,411.02413525942126,406.77299348127605,410.2040710449219,72974000,412.7962799241669,388.40709392180906,1,1.0,0.003597822207687784,0.003597822207687784,2.404625322904968,1.3940616207748746
2021-10-14,413.8802418864106,417.25479409651945,413.4089379616776,417.1039733886719,70236800,412.9652090796377,388.6926350110316,1,1.0,0.016820657889069057,0.016820657889069057,2.4450727028129444,1.41751065437421
2021-10-15,419.22480148892544,420.6481484124566,418.602676915053,420.280517578125,66260200,413.25208392271566,389.0069423002564,1,1.0,0.007615713088623854,0.007615713088623854,2.4636936749983938,1.4283060088179915
2021-10-18,418.4895820363863,421.86410527039766,417.8297450763768,421.5247802734375,62213200,413.57650338744986,389.330502877104,1,1.0,0.0029605528766418754,0.0029605528766418754,2.4709875703950748,1.4325345842811226
2021-10-19,423.1555078607133,424.84275511760603,422.54278977547085,424.77679443359375,46996800,414.01573048729864,389.6832022955765,1,1.0,0.007714882522557032,0.007714882522557032,2.4900509492153713,1.4435864203083515
2021-10-20,425.2385014622822,426.7466791281997,425.1253931714053,426.4450378417969,49571600,414.5031543051221,390.04899170399665,1,1.0,0.003927341206168222,0.003927341206168222,2.499830228913683,1.4492558767414934
2021-10-21,425.84191151559463,427.78368126436493,425.4083199861109,427.5574645996094,41305400,415.0150880421608,390.4222103397739,1,1.0,0.002608605234199368,0.002608605234199368,2.506351299133437,1.4530364132072555
2021-10-22,427.12384568285273,428.5754696428719,425.1632054936649,427.1144104003906,58845100,415.48957127189533,390.78730685779004,1,1.0,-0.001036244799593522,-0.001036244799593522,2.5037541056337558,1.4515307117804495
2021-10-25,428.2078971538363,429.73491728325956,426.42638325821224,429.4049987792969,45214500,416.0352743114013,391.1715624988001,1,1.0,0.0053629386485907204,0.0053629386485907204,2.517181585293427,1.4593151819342731
2021-10-26,430.9602348986512,432.1761780719563,429.41434452407304,429.7913818359375,56075100,416.5747295084419,391.55583930812486,1,1.0,0.0008998103369524113,0.0008998103369524113,2.51944657130386,1.4606282888198492
2021-10-27,430.2532835643899,430.9225269572709,427.81190437875426,427.8873291015625,72438000,417.0183608650349,391.9173466692536,1,1.0,-0.00443017895389497,-0.00443017895389497,2.508284972128207,1.4541574441152558
2021-10-28,429.32011808552153,432.09138717390806,429.31071156896627,432.0159912109375,51437900,417.6065032315409,392.3163381572306,1,1.0,0.009648946880581821,0.009648946880581821,2.5324872805856335,1.4681885320495265
2021-10-29,429.7065898490118,433.18481474342184,429.41438374816806,432.8926086425781,70162400,418.20595834569923,392.7200821421594,1,1.0,0.002029131905935788,0.002029131905935788,2.5376260313280463,1.4711676802438372
2021-11-01,433.88232651519985,434.2593926199993,431.9028732955281,433.63726806640625,48433600,418.81110774651125,393.12721832051017,1,1.0,0.0017201943598972314,0.0017201943598972314,2.541991241314665,1.4736983745898558
2021-11-02,433.80695926029597,435.70161012769955,433.6749803616617,435.3905334472656,48908400,419.4612813034036,393.54774881928387,1,1.0,0.004043161208623136,0.004043161208623136,2.5522689216942083,1.4796567746912084
2021-11-03,434.82491407609774,438.453959420675,434.38188731300227,438.04864501953125,52509800,420.1901975275655,393.990543806351,1,1.0,0.006105120272642761,0.006105120272642761,2.5678508304292795,1.4886902572629288
2021-11-04,438.65203850673174,440.19792941132795,438.30327815452995,440.11309814453125,52847100,420.9714877478387,394.44947469528813,1,1.0,0.004712839883131981,0.004712839883131981,2.57995270023686,1.4957062160809875
