entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_type
2015-07-07 00:00:00,2015-07-08,173.46699876939428,173.01435599288317,491,-222.24760326695613,trend
2015-07-24 00:00:00,2015-07-27,173.7435173247183,173.4501802824556,434,-127.30827634202075,trend
2015-08-19 00:00:00,2015-08-20,174.16264634478205,173.08981442539326,475,-509.59516170967515,trend
2015-10-29 00:00:00,2015-10-30,174.40249071346213,176.13807618975972,444,770.5999514761285,trend
2015-11-10 00:00:00,2015-11-11,175.51464857274294,175.98646281228974,482,227.41446346155863,trend
2015-11-20 00:00:00,2015-11-23,176.46669249870982,176.4076952994206,442,-26.076762085836606,trend
2015-11-27 00:00:00,2015-11-30,176.50878010898967,176.71947447075715,468,98.6049613071807,trend
2015-12-02 00:00:00,2015-12-03,176.4582082757038,175.94432846135348,479,-246.14843107380915,trend
2015-12-07 00:00:00,2015-12-08,173.2313918280088,173.97285859387978,382,283.2403045627096,trend
2015-12-30 00:00:00,2015-12-31,173.62674196474214,173.85553470295253,316,72.29850527448241,trend
2016-04-28 00:00:00,2016-04-29,170.5755553300917,176.10676511988328,356,1969.1106851658005,trend
2016-05-03 00:00:00,2016-05-04,176.27718395548993,174.632995577326,551,-905.9477963683265,trend
2016-05-12 00:00:00,2016-05-13,176.1067360667521,175.6723218191895,575,-249.78819234848686,trend
2016-05-19 00:00:00,2016-05-20,174.60744408046216,174.57336510629543,579,-19.731726042537957,trend
2016-06-23 00:00:00,2016-06-24,175.63821248127613,174.37651357202682,494,-623.2792611691564,trend+vix
2018-02-02 00:00:00,2018-02-05,172.5353796759745,241.33864836363057,328,22567.47212955119,vix_spike
2018-07-20 00:00:00,2018-07-23,232.97187374838228,248.73374379879164,207,3262.7071004347367,trend
2018-07-26 00:00:00,2018-07-27,250.81657718850477,252.52551476571313,503,859.595601335805,trend
2018-10-10 00:00:00,2018-10-11,249.94430145001397,247.74063831213917,508,-1119.4608740403976,trend
2018-10-22 00:00:00,2018-10-23,247.4635134707614,242.25983740003082,326,-1696.3983990581692,trend
2018-11-09 00:00:00,2018-11-12,244.37882867130207,247.83906287644947,208,719.7287146706594,trend
2018-11-28 00:00:00,2018-11-29,241.05267883521364,244.7275662615235,266,977.5200553984205,trend
2018-12-03 00:00:00,2018-12-04,244.81699412344548,248.8940847903752,271,1104.8915707379504,trend
2019-05-30 00:00:00,2019-05-31,260.2393340145627,249.49014040170988,465,-4998.375029976562,trend
2020-02-21 00:00:00,2020-02-24,250.3210975162203,296.11367067972515,286,13096.675924762385,vix_spike
2020-06-05 00:00:00,2020-06-08,292.4073206597043,295.1634168068766,221,609.0972485250878,vix_spike
2020-07-27 00:00:00,2020-07-28,297.7676839874068,298.508295856773,334,247.36436436829354,trend+vix
2020-07-29 00:00:00,2020-07-30,298.221263787466,298.01764213127547,340,-69.23136310478185,trend
2020-08-28 00:00:00,2020-08-31,301.72086431902517,324.3569219651967,332,7515.17113852895,vix_spike
2020-11-06 00:00:00,2020-11-09,325.2648697529824,338.3152429134803,199,2597.024258939079,vix_spike
2020-11-11 00:00:00,2020-11-12,328.57395526410835,330.5166034949924,205,398.2428873312324,vix_spike
2020-12-18 00:00:00,2020-12-21,330.2284679699451,340.690848610834,197,2061.0889862551153,vix_spike
2020-12-31 00:00:00,2021-01-04,343.7153181678852,350.3430619269125,419,2777.024635032455,vix_spike
2021-01-26 00:00:00,2021-01-27,351.08043056721175,354.9263637345536,390,1499.9139352633233,vix_spike
2021-02-24 00:00:00,2021-02-25,356.99862349028143,364.43850086453193,250,1859.969343562625,vix_spike
2021-03-02 00:00:00,2021-03-03,359.9391650515009,360.1258878731515,266,49.668270559064695,vix_spike
2021-03-05 00:00:00,2021-03-08,355.1503950992835,359.0710219126789,254,995.8392106024211,vix_spike
2021-05-11 00:00:00,2021-05-12,360.1818668416844,385.1306855984011,243,6062.562957882163,vix_spike
2021-09-17 00:00:00,2021-09-20,381.2348233518727,409.92127316182945,312,8950.172340706504,vix_spike
2021-11-24 00:00:00,2021-11-26,411.4765682514919,435.80527623335524,415,10096.413812473276,vix_spike
2021-11-29 00:00:00,2021-11-30,437.43596594042134,435.48482555019865,374,-729.7265059432862,vix_spike
2022-01-19 00:00:00,2022-01-20,437.75653103535194,429.2109131132616,240,-2050.9483013016825,vix_spike
2022-02-10 00:00:00,2022-02-11,417.3774492101084,425.10566970321133,228,1762.0342724274667,trend+vix
2022-02-16 00:00:00,2022-02-17,419.921983869593,419.2504207563761,195,-130.9548070772965,trend+vix
2022-04-08 00:00:00,2022-04-11,415.5998628590039,421.39728849520446,168,973.9675068816937,trend
2022-11-30 00:00:00,2022-12-01,378.4330559976652,391.14030826651214,167,2122.111128897442,trend
2022-12-13 00:00:00,2022-12-14,392.52779517391076,384.28908544733156,253,-2084.3935608245383,trend
2023-01-17 00:00:00,2023-01-18,377.0371647656754,383.55447849264397,248,1616.293804288201,trend
2023-01-27 00:00:00,2023-01-30,374.98957294579395,387.197722229523,267,3259.5758587556506,trend
2023-02-03 00:00:00,2023-02-06,389.5142870743959,393.91698432119745,287,1263.5741098320452,trend
2023-02-08 00:00:00,2023-02-09,393.032553598725,398.35800306222177,296,1576.3330411950515,trend
2023-03-08 00:00:00,2023-03-09,377.4696142211548,384.2562101022739,334,2266.7230242937694,trend
2023-03-16 00:00:00,2023-03-17,371.83665113455567,379.43138394137793,286,2172.0935827511676,vix_spike
2023-10-24 00:00:00,2023-10-25,377.096197140022,410.04958295534215,280,9226.948028289637,trend
2024-08-02 00:00:00,2024-08-05,407.4350269329694,502.4639672478691,348,33070.071229585104,vix_spike
2024-12-17 00:00:00,2024-12-18,514.5138248770706,594.9671989364094,215,17297.475422757838,vix_spike
2025-03-07 00:00:00,2025-03-10,582.5355221203287,561.0021324297065,341,-7342.885884502146,trend+vix
2025-03-25 00:00:00,2025-03-26,565.8719462913679,570.2240241043976,203,883.4717960450338,trend
2025-05-21 00:00:00,2025-05-22,586.1454032115668,577.629506378804,213,-1813.8860253784746,trend
2025-05-27 00:00:00,2025-05-28,581.0101669642168,586.452712017421,246,1338.8660830882575,trend
2025-06-03 00:00:00,2025-06-04,587.226040295674,591.8061095833268,252,1154.1774604885068,trend
2025-06-10 00:00:00,2025-06-11,595.0379370041686,598.9737360301211,343,1349.9790659017142,trend
2025-06-12 00:00:00,2025-06-13,594.8297748594797,593.3328138188501,345,-516.4515590172022,trend
2025-10-15 00:00:00,2025-10-16,591.6465733053511,664.8554499895176,343,25110.644702669113,vix_spike
2025-11-19 00:00:00,2025-11-20,657.5570092911896,670.9274443593279,317,4238.427916599825,vix_spike
653.1200634979649,2026-03-05,653.1200634979649,681.4550170898438,296,8387.146263196137,end_of_data
