entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_type
2023-03-16,2023-03-17,370.8238651133261,378.3979930571189,287,2173.7747198685342,vix_spike
2023-10-24,2023-10-25,376.06910344638334,408.9327472697519,281,9234.683914366575,trend
2024-08-02,2024-08-05,406.32532025886866,501.0955002341847,349,33074.792811385305,vix_spike
2024-12-17,2024-12-18,513.1124804789883,593.3468374126793,215,17250.386740743554,vix_spike
2025-03-07,2025-03-10,580.948961299734,559.4742288830657,342,-7344.35848650056,trend+vix
2025-03-25,2025-03-26,564.3307537296456,568.6710483477373,204,885.420102090699,trend
2025-05-21,2025-05-22,584.5489982766968,576.0562657117097,214,-1817.4447689072472,trend
2025-05-27,2025-05-28,579.4276923460704,584.8555180607121,246,1335.245125801858,trend
2025-06-03,2025-06-04,585.6266079138771,590.1942585782981,253,1155.6156180985045,trend
2025-06-10,2025-06-11,593.4173023897237,597.3423151819753,343,1346.2793877423208,trend
2025-06-12,2025-06-13,593.2096852350186,591.7168864341237,345,-515.0155863087366,trend
2025-10-15,2025-10-16,590.0351674928282,663.0446615126489,344,25115.2659428183,vix_spike
2025-11-19,2025-11-20,655.7660892614911,669.1001291109939,318,4240.224672141891,vix_spike
2026-03-05,2026-03-06,651.3412595795126,671.5758690877306,297,6009.6790239407455,vix_spike
2026-03-11,2026-03-12,675.87413967305,669.3319958917509,364,-2381.340336392853,vix_spike
2026-03-17,2026-03-18,666.5596317087426,666.5396583763402,343,-6.850853014023528,vix_spike
2026-03-19,2026-03-20,655.1806813207687,656.510009765625,331,440.00771524743107,trend+vix
