entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_type
2015-07-07,2015-07-08,172.99456494205364,172.54309159230553,493,-222.57636142581978,trend
2015-07-24,2015-07-27,173.27036398192914,172.97782249320676,435,-127.25554759423446,trend
2015-08-19,2015-08-20,173.68831753287859,172.6184096388763,477,-510.34606543908967,trend
2015-10-29,2015-10-30,173.92744308771003,175.65840217118858,446,772.0077512314344,trend
2015-11-10,2015-11-11,175.0366256668099,175.50716237548625,483,227.26923029067646,trend
2015-11-20,2015-11-23,175.98608560962322,175.92724764453766,443,-26.065218532902463,trend
2015-11-27,2015-11-30,176.0280967424105,176.23816025391488,469,98.51978689555759,trend
2015-12-02,2015-12-03,175.97771563166484,175.46512244925123,480,-246.04472755853294,trend
2015-12-07,2015-12-08,172.75960548838586,173.49898441928113,383,283.1821305328886,trend
2015-12-30,2015-12-31,173.15379511806398,173.38204524222868,316,72.12703923604602,trend
2016-04-28,2016-04-29,170.11103039525915,175.6271462783889,357,1969.2533702773183,trend
2016-05-03,2016-05-04,175.79703074233328,174.1574102388019,553,-906.7101384528507,trend
2016-05-12,2016-05-13,175.6271225310977,175.19385974889587,577,-249.99262533045976,trend
2016-05-19,2016-05-20,174.13193019317205,174.09791150928334,580,-19.7308366554563,trend
2016-06-23,2016-06-24,175.159902410216,173.90157441072643,495,-622.8723597473423,trend
2018-02-02,2018-02-05,172.06549875931248,240.681334388842,329,22574.609922115214,vix_spike
2018-02-07,2018-02-08,236.32459647468235,235.89326729174834,253,-109.12628328230386,vix_spike
2018-07-20,2018-07-23,232.2141386358816,248.05634734707684,208,3295.17941192861,trend
2018-07-26,2018-07-27,250.13347782261658,251.83772754225907,504,858.9418586998152,trend
2018-10-10,2018-10-11,249.2635247226231,247.06594752409268,509,-1118.566794051979,trend
2018-10-22,2018-10-23,246.7895195822303,241.5999490849873,327,-1696.9895525984646,trend
2018-11-09,2018-11-12,243.71330495619978,247.1640550275417,208,717.7560148391212,trend
2018-11-28,2018-11-29,240.39625553003134,244.06097228083433,267,978.4793724643997,trend
2018-12-03,2018-12-04,244.1502254029286,248.21616800837253,272,1105.9363886807469,trend
2019-05-30,2019-05-31,259.53052137413107,248.81057555344347,466,-4995.4947524404215,trend
2020-02-26,2020-02-27,249.63931664538063,279.1499964992916,286,8440.054438218538,trend+vix
2020-06-10,2020-06-11,285.18548024177693,286.3069674196292,230,257.94205090601963,trend+vix
2020-07-27,2020-07-28,296.9567514724589,297.6953657023095,322,237.83378201189691,trend
2020-07-29,2020-07-30,297.40915556374705,297.2059723944225,328,-66.64407953846057,trend
2020-09-02,2020-09-03,300.8991853011738,328.57007064811114,320,8854.683311019944,vix_spike
2020-09-22,2020-09-23,310.05809882812946,306.7385217044883,215,-713.709081582854,vix_spike
2020-10-05,2020-10-06,299.0259943751535,315.0906262164625,193,3100.473945372636,vix_spike
2020-10-16,2020-10-19,317.81598305879504,323.1924415429291,232,1247.3383683190991,vix_spike
2020-10-23,2020-10-26,320.6710851896819,317.14850435705404,276,-972.2323098052873,vix_spike
2021-01-26,2021-01-27,323.7393992214774,353.95968803310404,197,5953.396895890446,vix_spike
2021-02-24,2021-02-25,353.42907659511883,363.44588095381306,244,2444.100263521392,vix_spike
2021-03-03,2021-03-04,357.8044726689712,354.8906420427798,264,-769.2512853145254,vix_spike
2021-11-24,2021-11-26,354.18311275175654,434.61837171536075,246,19787.073705046638,vix_spike
2021-11-30,2021-12-01,436.2446690099577,433.9603783525568,352,-804.0703114051175,vix_spike
2021-12-02,2021-12-03,423.7044938415965,431.63844870413465,274,2173.903632335451,vix_spike
2022-01-20,2022-01-21,428.78067779267633,420.3160261642873,260,-2200.8094233811526,trend+vix
2022-02-10,2022-02-11,408.16568303658295,423.94781485036305,243,3835.0580307485634,trend
2022-02-16,2022-02-17,418.5896294380124,418.10857447395847,185,-88.99516834998138,trend+vix
2022-04-08,2022-04-11,414.4678189961287,420.2496507622423,162,936.6567461104052,trend
2022-11-30,2022-12-01,377.4023257136843,390.07497917155587,161,2040.297206717319,trend
2022-12-13,2022-12-14,391.45868674150205,383.2424937114521,244,-2004.7510993321914,trend
2023-01-17,2023-01-18,376.0102256287862,382.5098579883935,239,1553.4121339461421,trend
2023-01-27,2023-01-30,373.9683274907241,386.1431078861568,257,3128.918561626209,trend
2023-02-03,2023-02-06,388.4535118588833,392.8440604283562,277,1216.1819537439967,trend
2023-02-08,2023-02-09,391.9620943439746,397.2730427680662,285,1513.6203008660996,trend
2023-03-08,2023-03-09,376.4416013971857,383.2096475110798,322,2179.310848673905,trend
2023-10-24,2023-10-25,370.8239843207203,408.9327472697519,276,10518.018573932733,trend
2024-08-02,2024-08-05,406.32532025886866,501.0954700551791,335,31748.00018176399,vix_spike
2025-03-07,2025-03-10,508.5191877541787,559.4741670846696,225,11464.870349360455,trend
2025-03-25,2025-03-26,564.3307537296456,568.6710483477373,197,855.0380397640573,trend
2025-05-21,2025-05-22,584.5489982766968,576.0563267018498,207,-1757.9830159933308,trend
2025-05-27,2025-05-28,579.4276923460704,584.8555180607121,238,1291.8225200847244,trend
2025-06-03,2025-06-04,585.6266685650614,590.1943197189499,245,1119.0745327026839,trend
2025-06-10,2025-06-11,593.4173023897237,597.3423151819753,332,1303.1042470275524,trend
2025-06-12,2025-06-13,593.2097458920864,591.7168252456129,334,-498.6354959221562,trend
2026-03-05,2026-03-06,590.0351674928282,671.5758690877306,333,27153.05363110247,vix_spike
2026-03-19,2026-03-20,664.5750801817165,656.510009765625,343,-2766.3191527193994,trend
